case_id,ENSG00000141510.18 TP53,ENSG00000146648.19 EGFR,ENSG00000168702.18 LRP1B,ENSG00000133703.13 KRAS,ENSG00000116044.16 NFE2L2,ENSG00000147889.18 CDKN2A,ENSG00000101825.8 MXRA5,ENSG00000110628.16 SLC22A18,ENSG00000008226.20 DLEC1,ENSG00000141736.14 ERBB2,ENSG00000157764.14 BRAF,lung_cancer
9e5f8edc-5074-43b7-a870-594aeb36e2aa,102.4981,27.5068,0.3967,33.7343,1084.1365,53.1657,18.2723,13.1365,6.1930,69.3381,7.2493,1
9e644626-f5b7-424e-92a3-15d54b64fd76,22.2697,268.5110,0.0574,39.0247,30.3400,1.7522,23.6850,8.8288,1.4428,143.8443,12.4037,1
9e971d9f-95ec-4e34-9020-c3303fafc372,9.4830,74.7346,0.0576,10.0600,41.0241,6.6119,160.2150,5.5053,1.2153,14.6408,7.0097,1
9ed88957-0991-432d-956a-5317efbbc5b5,9.4689,16.9210,0.1931,12.1113,20.3666,20.8890,28.2152,1.7897,0.4735,29.6760,5.7761,1
9ee45ef3-822a-42b7-897a-27bf414cf046,10.5704,47.1790,0.0271,23.3162,85.5499,29.3273,120.4046,4.2093,1.6749,52.4258,7.0663,1
9ee64463-e09f-4983-b83d-a6a5481cab9a,36.3732,24.1395,0.0079,21.3549,54.6872,5.8991,14.8769,16.3098,1.5706,93.3924,4.2107,1
9f0a9ce9-6258-4a82-84c1-dc017a7eb760,19.6649,98.8837,0.0107,43.3536,69.8125,5.2933,65.9746,16.4266,2.5642,130.2163,8.7882,1
9f148e41-6dcf-4832-a229-8783b5e9f747,10.5691,249.3920,0.2304,30.0040,68.6151,24.8905,88.5427,33.2043,4.6923,63.2912,31.9041,1
9f1c581d-42a9-4067-8b91-5d309457b5e8,45.0967,32.0778,0.0233,20.1982,28.5658,1.9586,32.9928,13.0333,0.6479,62.4959,2.2243,1
9f4a87cf-4651-4ce8-ab4e-316ed6d96379,8.9572,54.1976,0.0134,32.0520,70.7333,20.0396,29.7368,4.9960,0.5136,53.6326,11.8510,1
9f5a8a33-5ac2-4b29-b33b-8ed0c2750d24,17.5652,83.3394,0.0214,26.8978,295.1993,103.1023,45.1397,23.7774,11.1921,65.0855,3.7281,1
9f5d177b-cf6e-4d5c-869d-845c8aa6fb73,8.3674,12.9729,0.0189,18.3275,77.8841,0.6216,11.1033,4.0128,0.1337,16.0066,2.5817,1
9f6308ed-98f2-44cf-b3de-b534ccf808f9,12.2787,248.7764,0.4600,19.6065,88.2916,34.7640,103.7205,9.7143,0.2468,94.9010,6.5783,1
9ffe0bdc-838e-4715-8fd3-31f032c8f46e,11.2211,614.4133,0.0000,42.2162,51.7278,11.9918,23.6412,13.9674,0.7712,237.5080,2.9632,1
9ffe8343-d98f-4c5f-b29a-cbcbdac0c008,39.6848,28.4298,0.2459,76.5994,94.5326,26.0817,25.7025,2.6913,1.3763,46.6866,8.1762,1
a03c9de0-7526-4942-8a7a-5fe03ea191f6,68.4502,16.7229,1.2767,33.5259,56.2606,0.2260,72.5505,46.0338,0.4096,89.7613,1.9736,1
a05d33ab-2fa9-4e47-8043-86810a587163,13.5368,23.2000,0.1085,45.8545,73.6701,2.1147,73.6571,8.2098,3.5046,59.3480,8.9762,1
a0ef6550-f1d1-40e1-8fae-0fdede3f189e,21.7887,90.0203,0.0000,13.1918,86.5145,64.4079,51.2874,7.3841,0.4064,15.9877,2.2340,1
a0fbb2d1-014e-4021-ad8a-a0a16ce47789,10.9446,67.2875,0.5909,27.1401,201.8156,0.0000,0.2355,4.8755,0.6568,16.6158,9.3027,1
a0fce6cc-a525-4970-82b7-8512bb0708b3,13.6056,21.2570,0.0078,67.7358,59.8344,15.7040,15.8062,31.2518,1.2264,99.4511,3.4709,1
a135a2b4-bc6a-4dd6-baa9-f08ab2d4971a,61.5484,78.2313,0.0000,48.8559,106.4425,0.4865,90.2639,15.3909,0.4533,227.8560,7.4522,1
a14f02d4-6d07-409d-af7a-5d5f23640ad6,35.2043,70.9323,0.0083,18.1120,85.2249,192.3147,75.4279,7.0430,0.2698,77.9127,2.9813,1
a1874e1c-908b-407c-bcbd-0c968c488a83,10.8482,31.1568,0.2866,25.7109,43.3857,1.1238,39.2550,18.2519,1.2475,67.6781,9.5846,1
a1b28726-ff2b-4a60-a48a-6e4ce62fa853,12.8260,57.6758,0.0030,12.8439,124.6245,21.5503,53.0286,19.0067,0.0702,49.0589,1.3068,1
a211dc51-cd6f-45be-b05d-d3f6c678c9ef,16.3656,22.2453,0.1500,128.8253,36.5762,2.6380,21.2126,4.8563,2.7786,48.1225,9.6660,1
a21e6d1b-1190-4f59-8d39-26bbb692a39b,110.4178,0.2053,0.5536,10.3607,42.9318,0.0420,0.3161,12.2087,1.3353,169.6816,10.9625,1
a2541c72-d02f-4acb-8d35-537080c94ea8,15.5877,74.5573,0.0809,134.4897,666.8037,51.6431,34.3751,22.5096,21.6044,49.9611,7.6668,1
a25de5d7-73b8-4e5c-871e-3a1da6c64eaa,16.5567,115.7804,0.7196,21.2500,67.8062,2.3126,18.9327,21.2285,30.9893,102.2042,21.2713,1
a271ba96-1fd1-4152-ad5b-0b0fa67d0574,14.4077,192.1290,0.0033,6.5259,33.4837,8.6131,23.5416,7.5143,0.5660,47.8214,1.7186,1
a2c1c32c-81e4-4ac9-9571-e96e259dcdf4,22.3056,37.2632,1.6106,27.9926,64.1041,3.9369,69.8558,3.5736,3.3460,73.9720,20.9469,1
a2ccff5d-4458-40a1-8522-153d12161b2e,1.5171,44.3567,0.0000,28.5483,50.6488,0.1360,21.5701,8.0591,0.3992,153.4699,4.3038,1
a2ff795f-2f9f-4a67-a8e8-5d1b70f397d8,23.1511,56.5000,0.0057,17.7657,110.2208,32.5986,39.6433,16.0482,3.3579,33.7285,1.9834,1
a308da6a-7eec-4a96-8884-d6ea49637744,35.8106,108.3257,0.0000,24.5273,104.7868,3.9672,34.2746,6.7738,1.1614,73.8854,5.4957,1
a35c257e-f8b8-4d58-8ecb-92b1b0bc59f3,43.1960,15.2981,0.0091,30.3089,37.8069,0.7144,30.3162,22.6442,2.2825,176.4833,4.5960,1
a3a53248-6292-412e-be21-28d6f8dc9a74,68.9689,70.2898,0.0000,38.2295,284.9692,89.8664,81.0311,5.7496,0.1379,42.4859,4.3083,1
a3ce1d58-ad64-4049-94b4-7b4008bf9e17,16.8703,13.0667,0.3403,34.8575,61.0546,0.6196,89.8059,4.2708,0.6856,116.5442,19.7224,1
a3dcf971-3667-4b2e-af2e-005bfe05225d,38.8439,18.5956,0.0242,35.5572,107.8378,0.9006,53.7607,4.1641,0.1624,10.1370,2.8874,1
a3f8814b-1be9-4a0f-837d-9736315efd57,200.6382,48.9303,0.7829,35.1894,149.2290,26.1212,18.5885,9.3289,0.4232,40.6730,3.1560,1
a412b415-0692-4adf-8447-067ad69913d7,46.0782,207.8382,0.0000,45.1560,82.9287,4.4863,290.6094,8.4165,0.2658,54.3319,7.2187,1
a420acdf-146c-4661-8240-c35ee437c770,22.9352,97.9187,0.2885,18.1880,63.0045,4.7751,19.0096,25.4603,3.5624,80.9464,26.0016,1
a43e0f24-382c-431f-9bdb-94b3fa5c52a1,24.9092,6.5716,0.0110,18.9755,36.2089,1.8959,34.9626,29.7551,1.2626,49.9213,1.8798,1
a4a86eca-8562-45bb-be5a-d878d9a6e42d,9.1584,28.4858,0.0705,19.2667,51.2564,4.1171,91.5186,4.1455,2.5086,81.8529,14.8887,1
a4b51d89-f5bf-44c1-9822-9bd033709681,45.8578,137.0205,2.0831,32.3179,295.0409,0.3986,66.3550,4.6001,9.7581,29.8362,9.4454,1
a4c14abb-5b10-41df-9da5-39f1ee194b7c,85.8353,60.1269,0.0000,21.7454,92.7073,19.6178,18.2775,54.5644,1.1133,251.5874,8.5667,1
a4ce5639-a675-41db-a421-6c2f0440cd63,7.2297,114.6656,0.2256,41.9092,64.1373,110.4406,108.4689,5.6555,1.1369,82.9708,12.8041,1
a4ed7fd8-e220-46e6-90f7-3b208dbf4e05,44.0203,14.6622,0.0100,39.2467,72.0770,7.0944,42.0602,15.7910,1.1314,57.3747,4.6382,1
a5101858-cab5-42b7-af4f-6f75dd62c36c,16.1260,56.7828,0.1317,37.4304,101.6157,46.6056,113.2573,19.3653,2.2140,107.4946,4.5101,1
a51aca71-6bfd-4c02-86e2-cb8a1da7595d,16.6919,79.1755,0.1834,31.8249,98.2770,15.2698,141.2638,13.8660,1.7990,21.2566,5.5939,1
a53b5239-7520-4360-b7c2-30af4a856618,28.4989,74.1734,1.5337,24.5775,362.9289,8.9904,16.9533,9.3840,0.6712,41.6288,17.4519,1
a5407526-9c45-427b-abcc-65d6e1f87158,59.8124,42.5765,0.4288,26.7102,98.7850,9.7071,15.1509,34.2159,1.7538,107.8944,3.0436,1
a581261d-3adf-4299-b867-8bf4a590a643,19.2367,42.3942,0.0334,23.6776,70.1831,5.1180,33.5714,15.1389,0.3933,68.3474,11.3777,1
a5a12bc4-9c48-41d3-a3ae-76c95b0f56f0,6.2565,88.7210,0.0105,39.0989,43.2983,1.8607,30.5401,9.3113,0.9977,35.2915,8.4147,1
a5e1a78c-7e7a-41e8-8c45-872028f6b5a0,28.8222,6.6913,0.0000,19.0591,36.0909,1.4239,16.6754,18.9718,0.9656,42.0279,2.3676,1
a60f0ff5-6f4c-43a1-8dda-10b882880bfc,40.2873,21.3326,0.1461,27.6269,63.5439,9.5259,50.1753,25.6951,2.0609,152.6910,4.7040,1
a62db40f-4e4f-496c-84ed-ab9500b89757,7.3389,18.2505,0.0000,15.7686,52.2756,4.5925,19.9056,15.6727,0.1680,25.8090,2.1646,1
a63881c9-00b2-4ec2-a190-cc59d9c2d780,86.7281,2.9288,0.0000,279.7296,82.6640,11.0330,72.6880,5.7518,0.1623,26.1442,6.9380,1
a65787d0-c4f9-4b3f-8a4a-34b9ec275f83,22.9017,4.5396,0.0409,12.6722,46.7447,1.9102,67.2374,4.4188,2.1959,156.0222,11.2815,1
a66efdb1-9ff7-4f65-8ac3-b00ed4dc9135,8.8972,42.7630,1.2299,51.0378,63.0298,15.1351,73.9076,7.9599,2.7415,60.9102,17.7691,1
a6820cb9-5b45-4432-99f0-085a190c7d9a,25.2010,190.0721,0.0204,60.9208,57.8443,4.1310,291.8281,8.5166,0.9185,114.3320,22.3567,1
a6e85696-c0ad-45b1-aa18-7293346d30f1,5.7206,31.0226,0.0213,28.3455,124.7275,0.3712,8.8402,12.6046,0.0954,114.5526,7.3527,1
a6fcc506-61fb-431f-a7b2-a6a53d82c4c6,8.0210,33.7804,11.7678,18.1294,99.0618,17.2253,25.0668,11.3230,1.6253,49.7320,10.6532,1
a716037c-61e3-4293-9bac-4d78d6ee42f1,10.5991,80.3471,7.0787,62.9791,454.8534,14.9835,17.8124,4.6666,12.8107,33.6722,15.5829,1
a75080ab-34b0-4879-bcd2-96b4f69d2cdc,39.9655,164.8687,0.2370,34.8907,63.3673,3.9310,8.5314,104.7417,15.9630,80.5173,22.1184,1
a75e7116-ee9b-4369-ac38-b87dc286ddb5,12.9603,26.9822,0.0643,18.5848,38.6635,1.4893,58.9154,3.9502,7.1464,21.9794,8.0550,1
a777fb14-4498-4f32-bccb-1e8521567302,33.6710,264.6321,0.0150,33.2063,54.1425,51.1258,39.9541,24.7961,0.5904,164.6166,6.4123,1
a79328d0-1da2-4a72-a319-2badd03985e3,47.1811,24.1996,0.0000,49.3541,98.7590,41.4167,253.1481,11.3949,1.8802,25.3712,5.7270,1
a81de654-64d9-4273-9bf1-d59cea7c4121,15.5362,46.1564,0.0227,27.3445,153.9133,0.9130,62.2220,6.5208,30.4668,30.4078,3.9868,1
a8b91eb0-957c-4c56-b46b-e4a6766ed098,9.3023,87.5955,0.0809,24.0738,48.0767,10.1629,124.2803,10.0639,0.7845,49.8523,21.1996,1
a8c8cbc5-e771-4ba5-b53f-00b53cd032fd,9.7711,81.3004,0.0030,18.8187,130.9993,0.3700,96.5120,10.0717,0.0892,27.2521,3.5449,1
a912206f-60e9-4564-9d84-db9c3ee75343,40.2055,11.8520,0.0110,23.8960,49.9712,59.2596,13.1313,21.2516,1.2472,60.0786,3.6728,1
a93145ce-3c0a-4e29-980b-0da740af3e9b,14.9246,32.6316,0.5483,22.5545,67.0253,3.2317,81.5647,7.3850,2.3827,30.4649,11.2750,1
a94794ac-2691-4a8a-8329-c5aae6669d16,135.5905,30.3697,0.2177,41.2769,174.7176,0.0785,45.0749,16.7210,0.9636,50.4147,14.5530,1
a9668f17-f4fa-41bb-8b79-45efbac6a7d4,16.8899,4.6691,0.0496,29.9820,54.0238,0.3656,119.8239,5.5077,3.6622,108.3468,14.7540,1
a97204bd-de8c-40fd-ba2d-04c4620b7c87,38.7986,56.6262,0.3865,48.0482,125.9623,12.9867,67.1383,9.9207,3.0322,37.0231,34.5915,1
a9a84990-9ace-401d-989c-5167dd1f5efe,64.6451,60.3631,0.8885,31.9192,183.8022,18.0833,12.8129,18.4580,0.4112,51.4753,4.8519,1
a9e3a464-50ea-49a0-9482-1513ed167bf4,47.6293,75.3044,0.0034,29.6763,67.6237,1.9541,7.2937,10.6499,3.5817,262.0707,18.4595,1
aa3501a9-217b-4d3a-8dab-0fb359728726,23.1423,15.5707,0.0128,27.9685,103.7272,5.8989,3.9126,3.2992,0.1592,59.4854,6.0797,1
aa9fd930-9f53-43f6-b2bb-a57e9c0d3655,6.5471,67.6783,0.0595,17.5660,44.4978,16.2093,122.2198,7.9347,1.7812,23.8341,13.0300,1
aaa72a07-5214-4145-9fb5-99c22b7c248a,78.3348,22.9955,0.0675,40.7830,115.3498,3.2028,39.6508,22.6165,0.6017,81.2501,4.5777,1
aaadbaed-bcf5-4d30-a2de-09552d3d83f0,14.8559,886.0085,0.1016,48.5600,63.3683,4.8259,129.1624,11.2644,2.2264,34.3979,19.3795,1
aabb1f03-8a4e-4d38-b09e-d9b56b5b921c,33.3814,19.9608,0.0084,47.4752,47.7448,1.7897,61.0251,7.7654,0.4334,199.9303,4.6812,1
aae8b819-2be3-4985-ae56-5d88b21e6fd4,45.9241,50.4526,0.0041,25.9462,131.2939,0.4293,105.9695,8.1245,0.4321,44.8167,3.8864,1
ab24be1b-969c-48f2-bc98-8b89bc719b4c,49.7662,73.3180,0.0000,36.4178,70.2366,0.5825,19.9205,24.5483,0.4423,129.8756,3.0226,1
ab2a89cd-3706-4aa5-9d93-e32fc904c51d,79.1158,95.8830,0.0041,33.6072,52.1306,47.8471,8.3800,15.9128,0.4055,124.0554,8.0048,1
ab355a1f-46ca-43c6-a125-9a9bd55fea4f,52.5189,78.6284,0.3888,77.8960,130.5688,0.6020,30.1373,26.6282,1.3498,68.7333,4.7935,1
ab3c7d7c-7ad0-4f26-9991-ddd288598936,22.5383,10.6751,0.0000,13.4185,47.0888,21.1278,132.4694,8.4029,0.4346,31.8343,2.6490,1
ab4e14a2-8830-4d2d-b81d-67af9ee25451,27.1650,78.8000,0.2977,30.6522,51.0566,1.7872,137.7585,17.7893,1.2347,50.6327,14.3417,1
ab646f7c-46a6-45a9-91ae-43f5d230b542,17.3429,1094.4017,0.0180,23.6955,87.7569,2.3212,194.0641,7.3791,0.0960,65.2979,4.1307,1
ac0cce4d-b7b5-4d6d-a04d-ce9c785ad124,18.2294,246.2254,0.4088,28.2311,73.0249,13.8098,57.1438,16.7562,1.5060,59.2584,26.0445,1
ac44ccf1-663a-409a-9b78-a1764106e29f,10.8112,39.6458,0.1797,17.8242,58.5035,7.2653,51.9892,5.8102,1.7677,16.0354,8.0412,1
ac55bde0-199a-410d-8127-e2ac2a320e2b,54.3739,59.2050,0.2169,29.7656,109.9588,90.5566,141.4303,16.7327,3.6626,33.3548,6.0916,1
ac8b8255-d058-4a35-9aa3-7b541e6ece12,52.2153,52.6256,0.0711,44.6078,251.1083,35.3441,29.1235,9.8396,0.9558,22.5274,3.7270,1
ac98f8d2-fdc4-4925-8fce-7e86d7b89dec,14.0916,70.5709,0.1686,51.7544,89.2716,1.5382,85.7247,11.0138,1.8561,31.3400,39.1549,1
ac9d6b6d-37e9-44ca-9f70-0e6351c39341,45.7235,23.2212,0.1893,30.5843,68.8504,7.4372,20.3799,24.7079,1.6553,84.2598,3.6826,1
aca1de0b-9031-4941-b568-add2e8fd6344,5.1165,88.2224,0.2302,33.5290,73.4959,45.6126,90.0996,7.9421,2.4187,92.3733,13.0130,1
aca8bace-37c5-4ec0-958c-13907ae97d1f,44.9708,230.6269,0.0610,22.8808,111.7786,11.6994,48.2431,26.9370,5.1521,156.3755,8.3014,1
ace52699-f049-4a11-ab3d-ce3719c62e41,70.5722,423.8062,0.0378,32.3630,98.2835,0.3579,83.5115,14.8249,0.5558,82.6660,8.6361,1
ad636e79-be59-4821-8303-7d2e7389b22f,8.8226,19.3162,0.0000,12.4570,30.2894,63.3281,12.5492,29.1063,0.3126,69.3797,3.0738,1
ad6ae9d2-c6f5-4686-9b3c-45ea130493f3,93.4977,38.0800,0.1072,18.2896,84.4282,11.0424,10.9810,33.0052,0.9954,118.6821,4.1603,1
ad6e5895-38f8-4764-be16-652c391b7272,25.2974,124.7520,0.0588,28.9897,63.2258,15.6678,183.6908,10.6932,0.4995,72.7024,20.9558,1
ad8bf3fe-2831-4c1c-81f9-c65e09b2d45e,38.7117,15.2480,1.6597,11.2813,54.4876,5.7823,12.0295,34.5344,1.0384,65.7386,3.6998,1
ada4ae4b-1959-49a1-b3db-59675ba2ade0,82.8833,87.0571,0.5232,25.2783,456.7772,78.2271,72.1473,22.1428,55.1297,35.5486,6.8938,1
ae037177-0902-4c94-8e3c-632e240d3945,53.5657,43.8931,0.0093,32.3472,70.5278,6.0847,12.9629,9.9535,0.7384,277.9241,7.2854,1
ae6c036e-8e10-498c-90dd-7eba6a20e7a1,52.0018,38.9605,0.7802,27.6800,86.3058,30.2995,162.1421,8.5734,0.3438,24.2709,3.3660,1
aea9f25d-825e-4e70-bef2-260b514b5f86,31.9670,92.3218,0.7284,35.9351,160.7547,51.1915,25.2261,10.0138,0.4825,28.4798,3.7571,1
aed4a5df-f3ea-42de-b060-4b2167a3e3fc,41.4067,161.6333,0.1652,24.9943,127.9737,23.2955,150.2649,22.7576,0.4980,35.0466,5.4614,1
af120bf7-ea0a-4b04-a1ee-e9355b80262d,16.7406,57.5489,0.0041,24.2513,45.4854,1.7703,48.6638,8.5271,2.7229,46.7890,13.0225,1
af2c7fc6-003d-4c41-bba5-95a005699a57,34.7379,107.9348,0.0098,61.6020,59.8596,24.7678,46.7197,24.1842,0.8360,101.0627,7.4775,1
af4b1495-7078-4042-8d0d-1769b7dcc53d,33.2985,49.1214,0.3830,39.0516,132.3821,15.1611,38.6341,8.4705,10.4451,56.7285,5.0956,1
af5402f0-30d1-4fab-9d41-3b25bc28fc20,45.1843,141.3290,3.5999,54.2104,673.2032,30.3099,110.7540,13.2239,0.4286,55.2910,4.9864,1
afa54e2a-f119-4729-9db4-9b98ba17ac44,64.2337,6.6336,0.0000,42.6168,52.7717,62.8538,12.6056,5.6450,1.7052,90.2635,7.6161,1
afa5c7c4-02f8-4417-873c-378937f5fbbb,43.9935,70.4372,0.0203,24.0994,69.4652,1.7502,43.4912,16.0001,6.1262,78.3402,7.2756,1
afcfd650-5a30-4fb7-b513-15acdf8d1a78,7.0685,35.1360,0.0038,15.9298,36.9251,11.4041,50.2495,7.5992,0.7232,22.5486,9.5428,1
afdf58d1-5814-4e78-a92e-26fbcc97da32,47.8679,30.7614,0.0000,63.4613,84.7400,1.9743,31.0831,11.8148,0.8314,81.7040,8.2774,1
afe08253-b95c-48c8-a856-85e65603ae30,7.6080,16.6269,0.0969,16.7439,36.7487,4.1595,7.9459,6.5679,3.7947,49.5635,11.0126,1
b06317d0-3cdc-4868-a14c-ab65c698e399,19.1287,16.7575,0.0393,21.4657,37.1071,31.7530,76.4359,5.5031,2.9042,43.8923,7.3494,1
b069556c-1463-4d65-8872-99bdad31fef3,28.0131,98.8144,0.5831,27.2205,158.4402,4.6609,91.9209,11.5112,3.1611,65.3809,33.1132,1
b06a3383-3a16-4f91-91c4-71cad60dae4b,44.4347,52.2632,0.0564,26.7900,66.1486,30.2943,28.8989,20.7369,9.6835,185.3035,4.9373,1
b080156e-0711-42f5-83c7-a34de25cbba9,57.5999,59.6758,0.0000,59.8274,80.3317,0.8912,13.4802,31.4190,0.2827,174.2444,3.5242,1
b0a1b626-c44b-4a95-b4a4-383fc63f8649,22.9002,16.2294,0.0047,25.1537,53.5671,2.4224,47.9649,22.9755,1.1195,75.3167,3.5849,1
b0b5b05d-f782-449d-94cf-8fd74a4bd30c,7.8078,30.5877,0.0293,12.5675,16.2429,0.0896,30.0008,2.7353,0.3025,27.0358,4.4487,1
b0dc4a18-3099-46fc-a518-9e411c6c15f3,39.6315,36.2108,0.0000,23.8262,71.0117,19.0274,6.4079,7.6560,0.4861,42.7863,3.4429,1
b0eade9b-2ce4-4ffd-9db3-56958b452af6,11.2629,3.5423,0.0335,17.0671,39.0863,2.9453,12.3214,7.0339,0.1233,9.3739,0.7486,1
b0ecfe37-573a-4633-9eb3-eaa73de01ade,16.3113,39.0963,0.1144,25.8146,60.3532,1.5138,29.0118,9.0794,4.6168,53.8653,14.3969,1
b1060112-48fb-4c0d-a941-e43d58acc73e,20.4110,122.6895,0.1524,21.6260,43.7293,17.1263,53.2038,13.8067,2.0463,90.3205,17.1827,1
b127a551-67ed-46f9-808e-0071e11bec53,13.4679,171.4046,0.4628,26.9428,51.5314,1.3204,68.1674,6.1734,3.5301,20.3050,8.7710,1
b1af869c-458d-43cb-aed9-f785a8b615b8,92.8025,128.0549,0.1930,42.1723,158.6874,0.3946,79.6213,8.9647,0.3894,50.5646,7.6007,1
b246f559-0026-4ca2-97af-2a783e6609c3,48.0508,89.0049,0.1005,23.7022,156.9146,43.9391,75.1482,8.4841,0.6279,26.6377,4.0710,1
b2b395be-bc12-416a-9ade-aa8194a84d28,36.1234,74.4883,0.0169,51.5199,118.9678,24.5496,86.0404,15.8316,0.2649,73.1515,5.2187,1
b2c562a3-93f7-4120-94d9-8d2393dd97b2,15.3982,198.3990,2.9984,44.9975,241.7193,0.1447,5.8261,14.0085,10.8866,32.8380,5.9125,1
b2eb36bf-b0c6-460f-add9-deac1ab51b08,13.8369,23.0178,0.0688,15.4904,43.8970,2.9708,72.9209,5.4173,2.0032,48.1758,7.8365,1
b302f08f-dd61-4f4f-9f8b-6aa9332cb1f4,20.0394,30.3865,0.1137,49.8082,54.9412,1.2598,19.4893,3.4993,0.9744,14.2737,19.1904,1
b33dd45c-8a37-42ef-b52a-fb3ccbaf23a4,22.8179,81.8039,0.0361,18.8131,88.3946,0.3423,38.7569,13.8554,0.4430,22.7350,11.7256,1
b34c4d7a-a671-4726-9696-cbdb51ee26bc,20.6013,35.3293,6.9011,4.6114,86.7789,26.1593,68.4405,14.5369,1.9789,19.1839,12.0518,1
b34c57e4-8afb-4b20-8634-dd38e8e7828d,11.7373,199.0017,0.9077,62.6216,418.8402,0.2380,27.7837,22.3883,0.4312,57.1286,4.5988,1
b36b30ca-7a09-4e2d-b77f-70c1e8816abc,5.8534,91.4827,2.5091,18.5860,297.5823,27.6452,17.2963,20.3117,0.8186,25.6249,8.2893,1
b40f823a-6abd-4e98-8cca-16d2544513d1,22.9073,78.3588,0.4964,36.3664,170.4697,8.8251,54.2779,5.6111,2.5915,28.1121,12.2273,1
b4308fc4-3c4c-4eda-8e28-3aacf9f04bc0,38.5078,57.4085,2.7015,88.4040,219.6143,0.2937,16.6688,11.4033,5.1165,40.2847,5.3346,1
b45e937f-da60-4259-8fa2-e64ee4fdbe95,48.9700,62.0515,0.0044,36.3435,78.9509,11.9335,4.6775,30.2986,11.0171,90.7586,5.4784,1
b483cbab-1f42-4c69-afef-7136099ac34e,9.9241,24.3051,6.8883,3.2917,19.8658,5.7997,9.1929,4.3073,0.0000,7.6408,50.0000,1
b4a3b46f-28ca-45d1-98f1-a6261ad353fa,10.5895,28.0125,1.0003,24.8912,58.8703,9.3576,200.8681,4.5174,1.0464,30.2336,12.1165,1
b4de06a8-883b-4d02-afc6-d926c588c4ee,62.7214,21.3041,0.3353,33.9041,70.2419,4.1217,9.6654,39.5427,4.7222,222.2202,4.9378,1
b4e66cd0-bec9-4196-a504-544e85740695,26.3942,42.6303,0.1669,78.2188,51.2919,2.5768,70.6561,4.8045,1.9143,90.6941,12.4191,1
b53ceb0c-a338-46e2-a0e6-224dec5ea807,49.9466,39.4860,0.0042,14.2927,51.1746,4.9906,7.2885,42.2642,3.0237,76.9741,4.4206,1
b584825e-de20-44cb-bb1f-40db9b98fb3e,17.7986,146.7213,0.4942,22.7053,159.5145,0.5448,23.6185,5.8981,0.4693,50.2031,4.9873,1
b5b25f89-cd67-44e5-89bd-be2bc1def4d8,60.7586,19.4743,0.0000,49.7191,91.3137,4.3195,41.5979,13.8589,0.2597,148.0633,3.6731,1
b5b3c685-304f-4279-904a-c86c18f61576,28.6210,12.6124,0.0128,31.8277,75.7805,0.9706,21.4203,10.7924,0.1884,66.9788,8.6580,1
b5c6258a-8591-4f96-81d5-8ecc931b57a8,22.8331,18.2404,0.0201,15.6629,46.8179,2.1969,32.9609,22.3406,3.1417,61.3665,2.6617,1
b5df8e57-5822-4192-a4a4-398d11e9d968,14.5256,25.0808,0.0000,46.9324,46.5377,28.2457,15.8544,39.9233,0.4819,190.0895,4.0935,1
b5feeedd-4ceb-427e-af82-dc206f05c68b,43.1081,56.5532,0.0362,45.5675,111.6240,1.1372,15.6750,10.0917,2.8296,39.4707,4.6319,1
b61b2540-0b0a-47ba-9226-8f3ce67b127a,29.6432,80.4776,0.0070,30.2319,141.2222,0.3098,128.2285,18.7884,0.2131,90.5503,3.5485,1
b6275344-52a5-4a39-afea-c01b9099c15f,68.6800,61.9210,0.1102,74.1149,217.5765,38.1634,150.7128,12.2968,2.5771,35.0034,5.1144,1
b6a0d742-e7bc-4d67-8014-675e62f1ddd0,13.4656,38.8668,0.0424,63.6024,81.2766,35.8701,12.5017,72.8143,2.5055,217.2015,4.2017,1
b6c1dec1-e51f-48e9-90b3-3b47ae8de832,13.0348,82.4603,0.0267,19.8753,108.2129,50.9445,35.0895,11.4343,0.8461,24.8930,3.9380,1
b6c69243-9731-4578-b037-ac997cbdc7dc,54.9379,20.4298,0.0000,26.6144,54.7007,0.7743,18.8414,29.8426,0.9435,145.0190,4.4335,1
b6d66063-5c82-4be2-9355-1ba53abbb29b,17.9680,6.9053,0.0027,8.3626,31.9913,1.7402,33.5938,6.4790,2.5445,25.2789,1.5431,1
b7006975-82c2-4fcc-855d-5ef024ef3d4f,41.4906,109.3905,0.0000,107.3950,51.6783,19.9194,14.1059,24.6919,0.8280,152.4089,9.6556,1
b723b4bd-16fe-4a05-8474-c5663a5b7fc7,25.0027,129.8347,0.2200,25.7534,69.0811,1.7302,47.0084,13.3567,5.5296,50.6069,21.5018,1
b7632f5d-e8ec-4dfb-8431-e9151bf7b451,57.6667,71.9559,0.0059,45.9202,163.9206,41.2710,99.5297,20.2565,0.7964,69.6562,5.9019,1
b770f87e-a9a9-4748-8649-86baf9629dad,11.2774,50.8379,0.1102,35.2381,143.2969,43.0457,39.7038,11.9126,0.7690,30.0549,3.3512,1
b7940add-4e68-48fb-8e01-d7ac73fa29fb,13.2760,11.6413,3.5726,43.3390,45.0222,2.6489,67.1102,7.3978,2.7235,67.9018,16.5070,1
b79b0145-e672-450d-a973-28c698f3fa03,7.4929,153.7989,0.2733,23.0879,61.1780,1.6717,44.0850,24.0304,7.2699,75.0112,13.9444,1
b7b898c7-f63f-43d3-864a-406e842db2fe,47.5028,8.4359,0.2213,103.9492,74.3830,0.3438,122.1726,39.4672,0.7235,45.7556,4.4521,1
